,Name,Name_no_underscore,Gender,Branches,Links,Main_character,Warehouse_worker,Community
67,Deangelo_Vickers,Deangelo Vickers,Male,['Dunder Mifflin Scranton'],"['Michael Scott', 'Jo Bennett', 'Erin Hannon', 'Creed Bratton', 'Jim Halpert', 'Kevin Malone', 'Andy Bernard', 'Darryl Philbin', 'Holly Flax', 'Gabe Lewis']",0,0,4
68,Debbie_Brown,Debbie Brown,Female,[],['Creed Bratton'],0,0,0
69,Debby_Donnelly,Debby Donnelly,Female,[],"['Daniel Donnelly', 'Dwight Schrute']",0,0,5
70,Deborah_Shoshlefski,Deborah Shoshlefski,Female,[],"['Michael Scott', 'Dwight Schrute']",0,0,5
71,Dennis,Dennis,Male,[],"['Angela Martin', 'Bob Vance']",0,0,8
72,Devon_White,Devon White,Male,['Dunder Mifflin Scranton'],"['Michael Scott', 'Angela Martin', 'Dwight Schrute', 'Creed Bratton', 'Louanne Kelley']",0,0,0
73,Diane_Kelly,Diane Kelly,Female,['Dunder Mifflin Corporate Office'],['Jan Levinson'],0,0,6
74,Donna_(UK),Donna (UK),Female,[],"['Gareth Keenan', 'Tim Canterbury', 'Dawn Tinsley']",0,0,7
75,Donna_Newton,Donna Newton,Female,[],"['Michael Scott', 'Pam Beesly', 'Jim Halpert']",0,0,1
76,Drake_Howard,Drake Howard,Male,[],"['Nellie Bertram', 'Ryan Howard']",0,0,3
77,Dwight_Schrute,Dwight Schrute,Male,['Dunder Mifflin Scranton'],"['Erin Hannon', 'Kelly Kapoor', 'Todd Packer', 'David Wallace', 'Gareth Keenan', 'Angela Martin', 'Jim Halpert', 'Robert California', 'Pam Beesly', 'Mose Schrute', 'Phyllis Vance', 'Aunt Shirley', 'Ryan Howard', 'Michael Scott', 'Jo Bennett', 'Roy Anderson', 'Honk', 'Meredith Palmer', 'Jeb Schrute', 'Fannie Schrute', 'Andy Bernard', 'Toby Flenderson', 'Isabel Poreba', 'Esther Bruegger']",1,0,5
78,Ed_Truck,Ed Truck,Male,['Dunder Mifflin Scranton'],"['Michael Scott', 'Creed Bratton', 'Jan Levinson']",0,0,0
79,Edward_R._Meow,Edward R. Meow,Male,[],['Michael Scott'],0,0,0
80,Elbert_Lapin,Elbert Lapin,Male,[],"['Michael Scott', 'Phyllis Vance']",0,0,8
81,Eldred,Eldred,Male,[],['Dwight Schrute'],0,0,5
82,Elizabeth,Elizabeth,Female,[],"['Dwight Schrute', 'Jan Levinson', 'Bob Vance']",0,0,6
83,Ellen_Bernard,Ellen Bernard,Female,[],"['Andy Bernard', 'Walter Bernard Sr.', 'Walter Bernard Jr.']",0,0,4
84,Eric,Eric,Male,['Dunder Mifflin Scranton'],"['Cynthia', 'Stanley Hudson']",0,0,8
85,Eric_Ward,Eric Ward,Male,[],"['Michael Scott', 'Toby Flenderson', 'Dwight Schrute']",0,0,0
86,Erik,Erik,Male,[],"['Michael Scott', 'Meredith Palmer']",0,0,0
87,Erin%27s_Father,Erin%27s Father,Male,[],['Erin Hannon'],0,0,4
88,Erin%27s_Mother,Erin%27s Mother,Female,[],['Erin Hannon'],0,0,4
89,Erin_Hannon,Erin Hannon,Female,['Dunder Mifflin Scranton'],"['Kelly Kapoor', 'Pete Miller', 'Gabe Lewis', 'Irene', 'Deangelo Vickers', 'Robert California', 'Jim Halpert', 'Pam Beesly', 'Darryl Philbin', 'Ryan Howard', 'Michael Scott', 'Charles Miner', 'Meredith Palmer', 'Andy Bernard', 'Holly Flax', 'Dwight Schrute', 'Reed', 'Dawn Tinsley']",1,0,4
90,Esther_Bruegger,Esther Bruegger,Female,[],['Dwight Schrute'],0,0,5
91,Evan,Evan,Male,[],['Michael Scott'],0,0,0
92,Fannie_Schrute,Fannie Schrute,Female,[],"['Dwight Schrute', 'Jeb Schrute', 'Oscar Martinez', 'Mose Schrute']",0,0,5
93,Fern_Widgale,Fern Widgale,Male,[],"['Lester Schneider', 'Michael Scott', 'Dwight Schrute']",0,0,6
94,Finger_Lakes_Guy,Finger Lakes Guy,Male,[],"['Toby Flenderson', 'Jim Halpert', 'Gabe Lewis']",0,0,4
95,Frank,Frank,Unknown,['Dunder Mifflin Scranton'],['Clark Green'],0,1,8
96,Fred_Henry,Fred Henry,Male,[],['Jim Halpert'],0,0,1
97,Gabe_Lewis,Gabe Lewis,Male,['Dunder Mifflin Paper Company'],"['Erin Hannon', 'Kelly Kapoor', 'Creed Bratton', 'Kevin Malone', 'Todd Packer', 'David Wallace', 'Angela Martin', 'Jim Halpert', 'Robert California', 'Pam Beesly', 'Cathy Simms', 'Ryan Howard', 'Jo Bennett', 'Oscar Martinez', 'Meredith Palmer', 'Andy Bernard', 'Val Johnson', 'Jan Levinson']",1,0,4
98,Garbage,Garbage,Unknown,[],"['Angela Martin', 'Dwight Schrute', 'Bandit', 'Andy Bernard', 'Sprinkles', 'Mose Schrute']",0,0,5
99,Gareth_Keenan,Gareth Keenan,Male,[],"['Dwight Schrute', 'Tim Canterbury']",0,0,7
100,Gerald_Halpert,Gerald Halpert,Male,[],"['Tom Halpert', 'Betsy Halpert', 'Jim Halpert', 'Pete Halpert', 'William Beesly', 'Phillip Halpert']",0,0,1
101,Gil,Gil,Male,[],"['Michael Scott', 'Oscar Martinez', 'Dwight Schrute', 'Jan Levinson', 'Pam Beesly', 'Penny Beesly']",0,0,6
102,Gino,Gino,Male,[],"['Michael Scott', 'Phyllis Vance', 'Pam Beesly', 'Leo', 'Bob Vance']",0,0,8
103,Glenn_(Florida),Glenn (Florida),Male,[],"['Irene', 'Erin Hannon']",0,0,4
104,Glenn_(Warehouse_Worker),Glenn (Warehouse Worker),Male,['Dunder Mifflin Scranton'],"['Philip', 'Darryl Philbin']",0,1,8
105,Glove_Girl,Glove Girl,Female,[],['Michael Scott'],0,0,0
106,Goldenface,Goldenface,Male,[],"['Michael Scarn', 'Jim Halpert']",0,0,6
107,Gordon,Gordon,Male,[],"['Michael Scott', 'Phyllis Vance', 'Pam Beesly', 'Jim Halpert']",0,0,8
108,Gwyneth_Philbin,Gwyneth Philbin,Female,[],['Darryl Philbin'],0,0,4
109,Hank_Doyle,Hank Doyle,Male,[],['Dwight Schrute'],0,0,5
110,Hannah_Smoterich-Barr,Hannah Smoterich-Barr,Female,"['Dunder Mifflin Stamford', 'Dunder Mifflin Scranton']","['Michael Scott', 'Josh Porter', 'Angela Martin', 'Karen Filippelli', 'Creed Bratton', 'Pam Beesly', 'Martin Nash', 'Toby Flenderson', 'Phyllis Vance']",0,0,0
111,Helene_Beesly,Helene Beesly,Female,[],"['Michael Scott', 'Cecelia Halpert', 'Sylvia', 'Jim Halpert', 'Pam Beesly', 'Penny Beesly', 'William Beesly', 'Phillip Halpert']",0,0,1
112,Hidetoshi_Hasagawa,Hidetoshi Hasagawa,Male,['Dunder Mifflin Scranton'],"['Michael Scott', 'Kelly Kapoor', 'Robert California', 'Darryl Philbin', 'Nate Nickerson']",0,1,4
113,Holly_Flax,Holly Flax,Female,"['Dunder Mifflin Scranton', 'Dunder Mifflin Nashua']","['Michael Scott', 'David Wallace', 'Jo Bennett', 'Erin Hannon', 'Oscar Martinez', 'Kelly Kapoor', 'Dwight Schrute', 'Jim Halpert', 'A.J.', 'Kevin Malone', 'Scranton Strangler', 'Pam Beesly', 'Mr. Flax', 'Mrs. Flax', 'Toby Flenderson', 'Phyllis Vance']",0,0,0
114,Honk,Honk,Male,[],['Dwight Schrute'],0,0,5
115,Hunter_Raymond,Hunter Raymond,Male,['Dunder Mifflin Corporate Office'],"['Michael Scott', 'Darryl Philbin', 'Astrid Levinson', 'Jan Levinson', 'Ryan Howard']",0,0,6
116,Irene,Irene,Female,[],"['Erin Hannon', 'Glenn (Florida)', 'Andy Bernard']",0,0,4
117,Isabel_Poreba,Isabel Poreba,Female,[],"['Angela Martin', 'Toby Flenderson', 'Dwight Schrute', 'Pam Beesly', 'Jim Halpert']",0,0,0
118,Ivan_Shotsky,Ivan Shotsky,Unknown,[],"['Michael Scott', 'Dwight Schrute']",0,0,5
119,Jack,Jack,Male,[],['Meredith Palmer'],0,0,0
120,Jada_Philbin,Jada Philbin,Female,[],"['Kevin Malone', 'Darryl Philbin', 'Justine Philbin', 'Kelly Kapoor']",0,0,4
121,Jake_Palmer,Jake Palmer,Male,[],['Meredith Palmer'],0,0,0
122,James_P._Albini,James P. Albini,Male,[],"['Michael Scott', 'Dwight Schrute']",0,0,5
123,Jamie,Jamie,Female,[],['Andy Bernard'],0,0,4
124,Jan_Levinson,Jan Levinson,Female,['Dunder Mifflin Paper Company'],"['Michael Scott', 'David Wallace', 'Josh Porter', 'Jasmine Windsong', 'Oscar Martinez', 'Meredith Palmer', 'Carol Stills', 'Dwight Schrute', 'Jim Halpert', 'Clark Green', 'Michael Scarn', 'Hunter Raymond', 'Astrid Levinson', 'Pam Beesly', 'Martin Nash', 'Andy Bernard', 'Urkel Grue', 'Mr. R. Gould', 'Ryan Howard', 'Holly Flax']",1,0,6
125,Jasmine_Windsong,Jasmine Windsong,Female,[],"['Michael Scarn', 'Jan Levinson', 'Goldenface']",0,0,6
126,Jeb_Schrute,Jeb Schrute,Male,[],"['Fannie Schrute', 'Dwight Schrute']",0,0,5
127,Jerry_DiCanio,Jerry DiCanio,Male,['Dunder Mifflin Scranton'],"['Michael Scott', 'Darryl Philbin', 'Roy Anderson']",0,1,1
128,Jessica_(Andy%27s_Girlfriend),Jessica (Andy%27s Girlfriend),Female,[],"['Ellen Bernard', 'Walter Bernard Jr.', 'Robert California']",0,0,4
129,Jessica_(Vance_Refrigeration),Jessica (Vance Refrigeration),Female,[],"['Dwight Schrute', 'Phyllis Vance']",0,0,8
130,Jim_Halpert,Jim Halpert,Male,"['Dunder Mifflin Stamford', 'Dunder Mifflin Scranton']","['Creed Bratton', 'Todd Packer', 'William Beesly', 'Gabe Lewis', 'Betsy Halpert', 'Tim Canterbury', 'Helene Beesly', 'Karen Filippelli', 'Pam Beesly', 'Cathy Simms', 'Phillip Halpert', 'Tom Halpert', 'Roy Anderson', 'Charles Miner', 'Gerald Halpert', 'Katy Moore', 'Andy Bernard', 'Pete Halpert', 'Cecelia Halpert', 'Dwight Schrute', 'Danny Cordray', 'Penny Beesly', 'Toby Flenderson']",1,0,1
131,Jo_Bennett,Jo Bennett,Female,[],"['Michael Scott', 'David Wallace', 'Robert California', 'Kevin Malone', 'Nellie Bertram', 'Gabe Lewis']",0,0,4
132,Jordan_Garfield,Jordan Garfield,Female,[],"['Jo Bennett', 'Deangelo Vickers', 'Dwight Schrute', 'Creed Bratton', 'Robert California', 'Jim Halpert', 'Pam Beesly', 'Toby Flenderson', 'Gabe Lewis']",0,0,4
133,Josh_Porter,Josh Porter,Male,['Dunder Mifflin Stamford'],"['Michael Scott', 'David Wallace', 'Jan Levinson', 'Neil Godwin', 'Jim Halpert', 'Andy Bernard']",0,0,3
134,Julia,Julia,Female,[],"['Stanley Hudson', 'Andy Bernard']",0,0,8
135,Julie,Julie,Female,[],"['Michael Scott', 'Pam Beesly']",0,0,0
136,Julius_Erving,Julius Erving,Male,[],"['Darryl Philbin', 'Toby Flenderson', 'Dwight Schrute', 'Deangelo Vickers', 'Jim Halpert']",0,0,4
137,Justine_Philbin,Justine Philbin,Female,[],['Darryl Philbin'],0,0,4
138,Karen_Filippelli,Karen Filippelli,Female,"['Dunder Mifflin Utica', 'Dunder Mifflin Stamford', 'Dunder Mifflin Scranton']","['Michael Scott', 'Josh Porter', 'Angela Martin', 'Kelly Kapoor', 'Dwight Schrute', 'Jim Halpert', 'Stanley Hudson', 'Nellie Bertram', 'Pam Beesly', 'Andy Bernard', 'Phyllis Vance', 'Ryan Howard']",1,0,3
139,Katy_Moore,Katy Moore,Female,[],"['Michael Scott', 'Roy Anderson', 'Meredith Palmer', 'Dwight Schrute', 'Jim Halpert', 'Catherine Zeta-Scarn', 'Pam Beesly', 'Ryan Howard']",0,0,1
140,Keith_Bishop,Keith Bishop,Male,[],"['Gareth Keenan', 'Tim Canterbury', 'David Wallace', 'Dawn Tinsley']",0,0,7
141,Kelly_Kapoor,Kelly Kapoor,Female,['Dunder Mifflin Scranton'],"['Jordan Garfield', 'Erin Hannon', 'Creed Bratton', 'Kevin Malone', 'Angela Martin', 'Deangelo Vickers', 'Karen Filippelli', 'Alan', 'Robert California', 'Ravi', 'Pam Beesly', 'Darryl Philbin', 'Phyllis Vance', 'Ryan Howard', 'Michael Scott', 'Charles Miner', 'Andy Bernard', 'Jan Levinson', 'Toby Flenderson']",1,0,4
142,Kendall,Kendall,Male,['Dunder Mifflin Corporate Office'],"['David Wallace', 'Michael Scott', 'Toby Flenderson', 'Dwight Schrute', 'Jim Halpert', 'Holly Flax', 'Meredith Palmer']",0,0,0
143,Kenny_Anderson,Kenny Anderson,Male,[],"['Roy Anderson', 'Pam Beesly', 'Jim Halpert']",0,0,1
144,Kevin%27s_Sister,Kevin%27s Sister,Female,[],['Kevin Malone'],0,0,2
145,Kevin_Malone,Kevin Malone,Male,['Dunder Mifflin Scranton'],"['Erin Hannon', 'Kelly Kapoor', 'Angela Martin', 'Deangelo Vickers', 'Jim Halpert', 'Robert California', 'Pam Beesly', 'Michael Scott', 'Roy Anderson', 'Oscar Martinez', 'Abby', 'Stanley Hudson', 'Stacy', 'Lynn', 'Cecelia Halpert']",1,0,2
146,Konikotaka,Konikotaka,Female,[],['Dwight Schrute'],0,0,5
147,Laura_Anderson,Laura Anderson,Female,[],[],0,0,1
148,Lee,Lee,Male,[],"['Gareth Keenan', 'Roy Anderson', 'Tim Canterbury', 'Dawn Tinsley']",0,0,7
149,Leo,Leo,Male,[],"['Michael Scott', 'Phyllis Vance', 'Pam Beesly', 'Bob Vance', 'Gino']",0,0,8
150,Lester_Schneider,Lester Schneider,Male,[],['Jan Levinson'],0,0,6
151,Lily,Lily,Female,[],"['Sam', 'Sophie', 'Pam Beesly', 'Jim Halpert', 'Andy Bernard']",0,0,1
152,Linda,Linda,Female,[],"['Dwight Schrute', 'Ryan Howard']",0,0,3
153,Lloyd_Gross,Lloyd Gross,Unknown,[],"['Toby Flenderson', 'Dwight Schrute', 'Pam Beesly', 'Jim Halpert']",0,0,0
154,Lonny_Collins,Lonny Collins,Male,[],"['Michael Scott', 'Kelly Kapoor', 'Darryl Philbin', 'Toby Flenderson']",0,1,4
155,Louanne_Kelley,Louanne Kelley,Female,['Dunder Mifflin Scranton'],"['Michael Scott', 'Angela Martin', 'Meredith Palmer', 'Kelly Kapoor', 'Hannah Smoterich-Barr', 'Dwight Schrute', 'Jim Halpert', 'Kevin Malone', 'Pam Beesly', 'Toby Flenderson']",0,0,0
156,Luke_Cooper,Luke Cooper,Male,['Dunder Mifflin Scranton'],"['Michael Scott', 'Darryl Philbin', 'Kevin Malone', 'Angela Martin', 'Phyllis Vance', 'Creed Bratton', 'Andy Bernard']",0,0,0
157,Lynn,Lynn,Female,[],['Kevin Malone'],0,0,2
158,Madge_Madsen,Madge Madsen,Female,['Dunder Mifflin Scranton'],"['Michael Scott', 'Meredith Palmer', 'Dwight Schrute', 'Jim Halpert', 'Pam Beesly']",0,1,0
159,Margaret,Margaret,Female,[],"['Pam Beesly', 'Jan Levinson']",0,0,6
160,Mark,Mark,Male,[],"['Dwight Schrute', 'Jim Halpert']",0,0,5
161,Mark_Franks,Mark Franks,Male,[],['Michael Scott'],0,0,0
162,Martin_Nash,Martin Nash,Male,"['Dunder Mifflin Stamford', 'Dunder Mifflin Scranton']","['Michael Scott', 'Tony Gardner']",0,0,0
163,Marybeth,Marybeth,Female,[],['Michael Scott'],0,0,0
164,Matt,Matt,Male,['Dunder Mifflin Scranton'],"['Jo Bennett', 'Oscar Martinez', 'Pam Beesly', 'Darryl Philbin']",0,1,4
165,Maurie,Maurie,Male,['Dunder Mifflin Scranton'],"['Cynthia', 'Stanley Hudson']",0,0,8
166,Megan,Megan,Female,['Dunder Mifflin Scranton'],"['Cynthia', 'Stanley Hudson']",0,0,8
167,Melissa_Hudson,Melissa Hudson,Female,[],"['Ryan Howard', 'Stanley Hudson', 'Teri Hudson']",0,0,8
168,Melissa_Riley,Melissa Riley,Unknown,[],['Kevin Malone'],0,0,2
169,Melvina_Whitaker,Melvina Whitaker,Female,[],['Dwight Schrute'],0,0,5
170,Meredith_Palmer,Meredith Palmer,Female,['Dunder Mifflin Scranton'],"['Captain Jack', 'Creed Bratton', 'Angela Martin', 'Karen Filippelli', 'Jim Halpert', 'Bob Vance', 'Pam Beesly', 'Phyllis Vance', 'Michael Scott', 'Oscar Martinez', 'Jake Palmer', 'Dwight Schrute', 'Jan Levinson', 'Toby Flenderson']",1,0,0
171,Merv_Bronte,Merv Bronte,Male,[],"['Robert California', 'Jim Halpert']",0,0,4
172,Michael%27s_mother,Michael%27s mother,Female,[],"['Ryan Howard', 'Holly Flax']",0,0,0
173,Michael_(Warehouse_Worker),Michael (Warehouse Worker),Unknown,[],['Michael Scott'],0,1,0
174,Michael_Klump,Michael Klump,Male,[],"['Michael Scott', 'Jim Halpert', 'Holly Flax', 'Julie']",0,0,0
175,Michael_Scarn,Michael Scarn,Male,[],"['Michael Scott', 'Samuel L. Chang', 'Goldenface']",0,0,6
176,Michael_Scotch,Michael Scotch,Unknown,[],"['Michael Scott', 'David Wallace', 'Dwight Schrute']",0,0,3
